,Sentence,Tags,Extracted Sentences,Extracted Tags
411,The sun is shining and I haven't felt this good in weeks! Luckily it seems like my kid feels the same. They haven't had this much energy in a while. They are usually more tired but showed zero signs of fatigue throughout the entire day. I'm hoping this keeps up. The new prescription seems to be doing a good job lessening the seizures.,fatigue,"['they are usually more tired but showed zero signs of fatigue', 'they are usually more tired', ""they haven't had this much energy in a while."", 'the sun is shining', 'fatigue', 'they are usually more tired but showed zero signs of fatigue throughout the entire day.']","{'mood change': 0.6200389862060547, 'fatigue': 0.5904081463813782, 'racing heart': 0.3486807942390442, 'lack of sleep': 0.26011016964912415, 'dilated pupils': 0.11433394253253937, 'lack of concentration': 0.10883008688688278, 'appetite change': 0.10708413273096085}"
35,"I have been having fever and pain since last two days and currently my mouth taste is virulent
and I have pain all over my body. My body temperature is not so high and pulse rate is normal, but I feel blood pressure is low.","fever, body pain","['i have been having fever and pain since last two days', 'all over my body.', 'my mouth taste is virulent and i have pain all over my body.', 'fever and pain', 'my body temperature is not so high', 'my body temperature is not so high and pulse rate is normal,', 'my mouth taste is virulent', 'since last two days', 'i have been having fever and pain', 'currently my mouth taste is virulent', 'fever and pain since last two days']","{'body pain': 0.8158150911331177, 'fever': 0.4796276092529297, 'bleeding': 0.26142483949661255, 'appetite change': 0.166694775223732, 'sore throat': 0.15265102684497833, 'lack of concentration': 0.15056867897510529, 'mood change': 0.13523942232131958, 'hiccups': 0.1301787793636322, 'skin rash': 0.11867108196020126, 'dilated pupils': 0.10609866678714752}"
195,"eric seemed annoyed and angry at everyone today, it was difficult to handle",mood change,"['eric seemed annoyed and angry at everyone today,', 'it was difficult', 'eric seemed annoyed and angry']","{'mood change': 0.7441974878311157, 'hiccups': 0.4734172821044922}"
164,"ericas new tutor seems to be making her feel stressed out. The tutor is tougher than what ericas used to and I think that stresses erica out because she has
difficulty reading and writing",anxiety,"['difficulty reading and writing', 'the tutor is tougher']","{'hiccups': 0.4590485692024231, 'lack of concentration': 0.25930583477020264, 'dilated pupils': 0.23124465346336365, 'mood change': 0.16026489436626434}"
361,"For the last one week or so hiccups have been waking me up in the middle of the night.
I will be sleeping and next thing I know I am hiccupping and it wakes me up. It doesn’t happen all the time, just enough to be irritating me, ugh",hiccups,"['hiccups', 'i will be sleeping and next thing i know i am hiccupping', 'it doesn’t happen all the time,', 'i will be sleeping', 'for the last one week or so hiccups have been waking me up']","{'hiccups': 0.7538894414901733, 'fatigue': 0.3006017506122589, 'cough': 0.24828676879405975, 'lack of concentration': 0.22698642313480377, 'mood change': 0.13078908622264862, 'racing heart': 0.11767609417438507}"
194,eric woke up seeming happy but then became so hyper active and aggressive one hour later,mood change,"['eric woke up seeming happy but then became so hyper active and aggressive', 'hyper active and aggressive', 'hyper active and aggressive one hour later', 'eric woke up seeming happy']","{'mood change': 0.7863399386405945, 'racing heart': 0.31012633442878723, 'poor coordination': 0.12135648727416992, 'lack of concentration': 0.10132618248462677}"
146,My cramps have gotten worse every day of this week,body pain,"['my cramps have gotten worse every day of this week', 'cramps']","{'body pain': 0.7452722787857056, 'headache': 0.1631525307893753, 'congestion': 0.155989408493042, 'bleeding': 0.10933959484100342}"
203,in the middle of lunch today lily suddenly started holding her chest and went to lie down,,"['lily suddenly started holding her chest and went to lie down', 'lily suddenly started holding her chest', 'lily', 'in the middle of lunch today']","{'mood change': 0.2986038327217102, 'dilated pupils': 0.28277361392974854, 'appetite change': 0.1583859771490097, 'hiccups': 0.1416558027267456, 'racing heart': 0.13242416083812714, 'lack of concentration': 0.10896721482276917}"
23,My stomach felt so gassy today and it made me burp so much. I felt a bit nauseas but really it was the burping that was annoying,,"['it was the burping', 'burping', 'it was the burping that was annoying', 'nauseas']","{'hiccups': 0.5876654982566833, 'vomiting': 0.39599061012268066, 'sore throat': 0.13029153645038605, 'appetite change': 0.11839998513460159, 'body pain': 0.11786592751741409}"
266,frank seemed completely fine this morning but just two hours ago he developed an intense migraine and feels nauseas,headache,"['he developed an intense migraine', 'frank', 'he developed an intense migraine and feels nauseas', 'migraine', 'nauseas', 'frank seemed completely fine']","{'headache': 0.6623964309692383, 'mood change': 0.5569299459457397, 'body pain': 0.3991742432117462, 'vomiting': 0.24613574147224426, 'cough': 0.2207551747560501, 'sore throat': 0.13029153645038605, 'fatigue': 0.11596435308456421, 'fever': 0.11439145356416702, 'appetite change': 0.10741729289293289}"
118,"I have pain through my shoulder through to my chest, neck stiffness and blocked nose from my sinus infection","body pain, congestion","['pain', 'blocked nose from my sinus infection', 'pain through my shoulder through to my chest,', 'neck stiffness and blocked nose from my sinus infection', 'through my shoulder through to my chest,']","{'body pain': 0.932338297367096, 'congestion': 0.7314821481704712, 'bleeding': 0.37470743060112, 'headache': 0.24186654388904572}"
406,"Earlier they seemed to have a lot of energy but then the fatigue set in around noon. It wasn't that intense though, pretty mild honestly.",fatigue,"['the fatigue set in around noon.', 'fatigue set in around noon.', ""it wasn't that intense though, pretty mild honestly."", 'they seemed to have a lot of energy', 'fatigue']","{'fatigue': 0.6777211427688599, 'mood change': 0.3679921329021454, 'racing heart': 0.24349088966846466, 'dilated pupils': 0.11502176523208618, 'lack of sleep': 0.11465431749820709}"
445,I feel like their headaches come in waves every few days. Yesterday was totally fine but today was another peak in the wave with a series of headaches leading up to an epileptic episode around lunch time. Thankfully the headaches were pretty mild.,headache,"['headaches come in waves every few days.', 'thankfully the headaches were pretty mild.', 'the headaches were pretty mild.', 'epileptic episode', 'yesterday was totally fine', 'their headaches come in waves every few days.']","{'headache': 0.692933201789856, 'body pain': 0.3562377393245697, 'mood change': 0.29950255155563354, 'poor coordination': 0.22434818744659424, 'dilated pupils': 0.10512848943471909}"
42,The fever I have is making me feel exhausted. I've been cranky all morning and the tylenol isnt helping ,"fever, fatigue","['fever', 'exhausted.', 'the fever', 'cranky all morning', 'cranky']","{'fatigue': 0.4675459563732147, 'fever': 0.4019060730934143, 'hiccups': 0.38419678807258606, 'racing heart': 0.3747643530368805, 'mood change': 0.3345217704772949, 'lack of sleep': 0.327312707901001}"
132,"I have a lot of pressure in the back of the eyes and bad headache from a sinus infection, and nothing is working. I’m very sore","body pain, headache","['i’m very sore', 'nothing is working. i’m very sore', 'very sore', 'pressure in the back of the eyes and bad headache', 'nothing is working.', 'bad headache', 'sore']","{'headache': 0.7263606786727905, 'body pain': 0.6707736253738403, 'hiccups': 0.6176533102989197, 'fatigue': 0.2691263258457184, 'skin rash': 0.17145046591758728, 'mood change': 0.13765546679496765, 'poor coordination': 0.11777497082948685}"
244,eric was so stressed and anxious about school today that he didn’t sleep at all last night,lack of sleep,"['eric', 'eric was so stressed and anxious about school today', 'he didn’t sleep at all last night', 'school']","{'lack of sleep': 0.5669601559638977, 'anxiety': 0.3054782748222351, 'mood change': 0.2469913363456726, 'racing heart': 0.18639586865901947, 'fatigue': 0.15174831449985504, 'dilated pupils': 0.1490313559770584, 'hiccups': 0.12645579874515533}"
122,"the muscles ached... every muscle; and my body is just so tired, plus my ears are stopped up and my nose. So much congestion","body pain, fatigue, congestion","['so much congestion', 'my ears are stopped up and my nose.', 'the muscles ached...', 'my body is just so tired,']","{'body pain': 0.8653148412704468, 'fatigue': 0.46036797761917114, 'congestion': 0.36915233731269836, 'hiccups': 0.19972331821918488, 'lack of sleep': 0.18001118302345276, 'sore throat': 0.17550060153007507}"
432,Their temperature was slightly warm in the morning. Later in the day I measured it again and the temperature had risen.,fever,"['their temperature was slightly warm in the morning.', 'the temperature had risen.', 'later in the day i measured it again and the temperature had risen.']","{'mood change': 0.3461020886898041, 'racing heart': 0.1944572478532791, 'dilated pupils': 0.1503584235906601, 'poor coordination': 0.1332496702671051}"
222,"eric started to have a panic attack a couple of hours ago and it was bad- he was sweating, had a tight chest and almost hyperventilating",anxiety,"['he was sweating, had a tight chest and almost hyperventilating', 'panic attack', 'eric started to have a panic attack']","{'racing heart': 0.7295823097229004, 'mood change': 0.13956938683986664, 'anxiety': 0.11143539100885391}"
290,"my head hurts and my throat is sore, im pretty sure im getting a cold","sore throat, headache","['sore,', 'my head hurts and my throat is sore,', 'my throat is sore,', 'my head hurts', 'a cold', 'my throat is sore, im pretty sure im getting a cold']","{'sore throat': 0.6549414396286011, 'headache': 0.6466777920722961, 'fatigue': 0.28517815470695496, 'body pain': 0.27074602246284485, 'mood change': 0.17809024453163147, 'skin rash': 0.14169487357139587, 'cough': 0.10777075588703156}"
196,sophie threw another tantrum this afternoon and this one had so much shrieking it was awful,mood change,"['this one had so much shrieking it was awful', 'sophie threw another tantrum this afternoon', 'shrieking', 'it was awful']","{'mood change': 0.6733855605125427, 'racing heart': 0.34431174397468567, 'hiccups': 0.2514267861843109, 'lack of concentration': 0.14955958724021912, 'poor coordination': 0.11905364692211151}"
454,"Nothing unusual today. Just like most other days, the day started off fairly smooth with everyone feeling pretty good in the morning, especially after having breakfast! I wish we could have waffles for every meal. They really seem to be a favorite for the kids. Right, but as I was saying, things were going well and we all got started on our day. Since it's a weekday, we started home school lessons around 10 and kept going from there. Lunch was also totally fine and they finally ate their vegetables without me having to remind them. It was a bit after when they started to have their typical series of headaches. Today they were pretty moderate. Luckily the headaches didn't last very long so we were able to move on with the rest of the day fairly quickly.",headache,"['pretty moderate.', 'headaches.', 'they were pretty moderate.', ""luckily the headaches didn't last very long""]","{'headache': 0.39305585622787476, 'hiccups': 0.3773002624511719, 'body pain': 0.2686666250228882, 'mood change': 0.18965773284435272, 'dilated pupils': 0.1051371693611145}"
